user,items[0].itemName,items[1].itemName,items[2].itemName,items[3].itemName,items[4].itemName
680,Onion,Broccoli,Stew,Chocolate Bar,
680,Computer Mouse,Keyboard,,,
680,Chocolate Bar,Computer Mouse,,,
681,Plate,Chocolate Bar,Table,Broccoli,Stew
681,Table,Broccoli,Stew,Plate,
681,Onion,Chocolate Bar,,,
681,Table,,,,
681,Cat,Dog Food,,,
682,Broccoli,,,,
682,Dog Food,Tucan,,,
682,Table,Plate,Broccoli,Onion,Stew
682,Horse,Cat,Dog,Dog Food,Cat Food
682,Dog Food,Cat Food,Tucan,,
683,Cat Food,,,,
683,Table,Plate,Broccoli,Stew,
683,Table,Broccoli,,,
683,Chocolate Bar,Table,Plate,Stew,Onion
683,Cat,Tucan,Horse,,
684,Chocolate Bar,Stew,,,
684,Plate,Onion,Stew,,
684,Table,Broccoli,,,
684,Stew,Table,,,
684,Onion,Plate,Stew,Chocolate Bar,Table
685,Cat Food,Dog Food,,,
685,Tucan,Horse,,,
685,Dog Food,Cat Food,Cat,Horse,Tucan
685,Cat Food,,,,
685,Horse,Cat Food,Cat,Dog,Dog Food
686,Cat,Horse,Dog Food,Tucan,
686,Cat,Dog,Horse,,
686,Dog Food,,,,
686,Dog,Dog Food,Tucan,Cat,Cat Food
686,Cat Food,Horse,Dog Food,Tucan,Cat
687,Horse,Cat Food,Dog Food,,
687,Dog Food,Dog,Tucan,,
687,Cat Food,,,,
687,Horse,Dog,Dog Food,Cat Food,Cat
687,Cat,Dog Food,Cat Food,Tucan,Dog
688,Table,Stew,Plate,,
688,Table,Chocolate Bar,Plate,Onion,
688,Chocolate Bar,Plate,Broccoli,,
688,Plate,Broccoli,Chocolate Bar,Table,Stew
688,Table,Keyboard,Plate,Chocolate Bar,
689,Cat,Tucan,Dog Food,Cat Food,Horse
689,Cat Food,Dog Food,Cat,Tucan,
689,Cat Food,Cat,Dog Food,Tucan,Dog
689,Tucan,Dog,Cat Food,Cat,Dog Food
689,Plate,Table,Chocolate Bar,Onion,
690,Keyboard,Onion,Chocolate Bar,Computer Mouse,Broccoli
690,Onion,,,,
690,Chocolate Bar,Keyboard,,,
690,Keyboard,,,,
690,Keyboard,Onion,,,
691,Chocolate Bar,Broccoli,Onion,Plate,
691,Onion,,,,
691,Onion,,,,
691,Stew,Chocolate Bar,,,
691,Computer Mouse,Keyboard,Chocolate Bar,,
692,Broccoli,Stew,Chocolate Bar,Keyboard,
692,Broccoli,Onion,,,
692,Keyboard,Chocolate Bar,Computer Mouse,Onion,Broccoli
692,Chocolate Bar,Onion,Computer Mouse,Broccoli,Keyboard
692,Chocolate Bar,Broccoli,Stew,Computer Mouse,
693,Plate,Table,Onion,Chocolate Bar,
693,Plate,,,,
693,Plate,Stew,Table,Broccoli,
693,Plate,Table,Computer Mouse,Chocolate Bar,
693,Table,Onion,Chocolate Bar,,
694,Chocolate Bar,Table,Plate,Onion,Broccoli
694,Plate,Stew,,,
694,Table,Chocolate Bar,,,
694,Table,Plate,Onion,,
694,Onion,Stew,Broccoli,Table,Chocolate Bar
695,Cat Food,Dog,,,
695,Dog,,,,
695,Tucan,Dog,Cat Food,Dog Food,Horse
695,Dog Food,Tucan,Horse,Cat,Cat Food
695,Broccoli,,,,
696,Keyboard,Chocolate Bar,Stew,Onion,Broccoli
696,Dog,Horse,Dog Food,Cat Food,Cat
696,Cat,Cat Food,,,
696,Table,Chocolate Bar,Onion,Stew,
696,Tucan,,,,
697,Plate,Table,Onion,Stew,Chocolate Bar
697,Table,Broccoli,Plate,,
697,Onion,Broccoli,Table,Plate,
697,Cat Food,,,,
697,Table,Plate,Broccoli,,
698,Broccoli,,,,
698,Table,Plate,Broccoli,Stew,
698,Horse,Dog Food,Cat Food,Tucan,Dog
698,Plate,Table,Onion,,
698,Chocolate Bar,Table,Stew,Onion,
699,Chocolate Bar,Keyboard,Stew,,
699,Tucan,Dog Food,Dog,Cat Food,
699,Chocolate Bar,Stew,Computer Mouse,,
699,Chocolate Bar,Broccoli,Stew,Computer Mouse,Keyboard
699,Chocolate Bar,Broccoli,Keyboard,,
700,Onion,Keyboard,Chocolate Bar,,
700,Chocolate Bar,Computer Mouse,,,
700,Broccoli,,,,
700,Onion,,,,
700,Broccoli,Chocolate Bar,Keyboard,Stew,
701,Broccoli,Table,Stew,Chocolate Bar,Plate
701,Onion,Chocolate Bar,Table,Plate,
701,Table,,,,
701,Chocolate Bar,Table,,,
701,Plate,Stew,,,
702,Dog Food,Cat Food,,,
702,Cat,Dog Food,,,
702,Cat Food,Dog Food,,,
702,Dog,Dog Food,Cat,Horse,Cat Food
702,Horse,Dog,Dog Food,Cat Food,
703,Table,Computer Mouse,Plate,,
703,Table,Chocolate Bar,Computer Mouse,Plate,Keyboard
703,Plate,Chocolate Bar,,,
703,Computer Mouse,Plate,,,
703,Chocolate Bar,Keyboard,,,
704,Cat,,,,
704,Horse,,,,
704,Cat Food,,,,
704,Dog Food,Horse,Tucan,Dog,Cat
704,Horse,Dog,Cat,Tucan,Cat Food
705,Stew,,,,
705,Broccoli,Chocolate Bar,Table,Onion,Plate
705,Table,Plate,Onion,Stew,
705,Broccoli,Plate,,,
705,Chocolate Bar,Onion,Plate,Broccoli,Table
706,Keyboard,Computer Mouse,Broccoli,Chocolate Bar,
706,Table,Plate,Chocolate Bar,Broccoli,
706,Broccoli,Table,Stew,Onion,Plate
706,Plate,Broccoli,Table,,
706,Onion,,,,
707,Tucan,Cat Food,Cat,Dog Food,Horse
707,Dog,Cat Food,Dog Food,Tucan,Cat
707,Cat Food,Horse,Dog Food,Dog,
707,Horse,Dog,Tucan,Cat Food,Dog Food
707,Cat Food,Dog Food,Tucan,Dog,
708,Horse,Cat Food,,,
708,Tucan,Cat Food,Cat,Dog,
708,Cat Food,Dog Food,Horse,,
708,Cat Food,,,,
708,Cat,Dog Food,Tucan,Cat Food,
709,Horse,Cat,Tucan,Cat Food,
709,Dog Food,Dog,,,
709,Chocolate Bar,Plate,Stew,Table,
709,Horse,Dog Food,Cat Food,,
709,Cat,Tucan,Horse,Cat Food,
710,Plate,Broccoli,,,
710,Chocolate Bar,Table,,,
710,Computer Mouse,,,,
710,Chocolate Bar,Keyboard,,,
710,Keyboard,Computer Mouse,Chocolate Bar,Table,Plate
711,Keyboard,Stew,Computer Mouse,Chocolate Bar,Onion
711,Computer Mouse,Chocolate Bar,,,
711,Chocolate Bar,Broccoli,Stew,Keyboard,Computer Mouse
711,Stew,Keyboard,Chocolate Bar,Broccoli,Computer Mouse
711,Computer Mouse,Keyboard,Chocolate Bar,,
712,Dog,Cat,Dog Food,Cat Food,Tucan
712,Horse,Tucan,Dog,,
712,Tucan,Dog Food,,,
712,Horse,,,,
712,Cat Food,Dog,Dog Food,Horse,
713,Dog Food,,,,
713,Cat Food,Dog Food,Dog,Tucan,Horse
713,Dog Food,Dog,Cat,Horse,Cat Food
713,Dog Food,Horse,Tucan,,
713,Plate,Broccoli,Stew,Onion,Table
714,Tucan,,,,
714,Dog,Tucan,Cat Food,,
714,Dog,Dog Food,Cat Food,Cat,
714,Cat Food,Tucan,,,
714,Cat Food,Dog Food,,,
715,Horse,Dog Food,Cat Food,Dog,Tucan
715,Dog Food,Horse,Tucan,Dog,Cat
715,Plate,Chocolate Bar,Table,Onion,Broccoli
715,Cat Food,Dog,Horse,,
715,Dog,,,,
716,Table,Plate,Chocolate Bar,Computer Mouse,
716,Computer Mouse,Plate,Keyboard,Table,
716,Computer Mouse,Table,Plate,Keyboard,Chocolate Bar
716,Computer Mouse,Keyboard,Chocolate Bar,,
716,Chocolate Bar,,,,
717,Broccoli,Stew,Chocolate Bar,Plate,
717,Chocolate Bar,Table,Plate,Stew,Onion
717,Table,Onion,Plate,Chocolate Bar,
717,Stew,Plate,Onion,Table,
717,Plate,Stew,Table,,
718,Cat Food,Cat,,,
718,Cat,,,,
718,Dog Food,,,,
718,Tucan,Dog,Dog Food,Cat Food,Horse
718,Cat Food,Dog,Horse,,
719,Dog Food,Cat,Cat Food,Dog,
719,Computer Mouse,Keyboard,Table,Plate,Chocolate Bar
719,Table,Plate,Keyboard,Chocolate Bar,
719,Chocolate Bar,Plate,Table,Keyboard,Computer Mouse
719,Table,,,,
720,Cat Food,,,,
720,Dog Food,Horse,Cat,Dog,Cat Food
720,Tucan,Dog Food,Dog,,
720,Horse,,,,
720,Cat,Horse,Dog Food,Cat Food,
721,Table,Keyboard,,,
721,Plate,Computer Mouse,Chocolate Bar,,
721,Keyboard,Chocolate Bar,,,
721,Chocolate Bar,Keyboard,Plate,Table,
721,Table,Chocolate Bar,,,
722,Plate,Onion,Table,Stew,Chocolate Bar
722,Plate,,,,
722,Dog Food,Tucan,Cat Food,Cat,
722,Chocolate Bar,Plate,Computer Mouse,Keyboard,
722,Chocolate Bar,Keyboard,Computer Mouse,,
723,Dog Food,,,,
723,Tucan,Horse,,,
723,Cat,Cat Food,Horse,,
723,Horse,,,,
723,Horse,Tucan,Cat,,
724,Dog Food,Cat Food,,,
724,Cat Food,Tucan,Cat,Dog Food,Dog
724,Broccoli,Chocolate Bar,Table,Stew,Onion
724,Dog Food,Horse,Cat,,
724,Tucan,Cat,Dog Food,Dog,
725,Dog Food,Cat,Cat Food,Tucan,Horse
725,Keyboard,Computer Mouse,Plate,Table,
725,Cat Food,Cat,Dog Food,,
725,Horse,,,,
725,Dog,Cat Food,Dog Food,Cat,
726,Chocolate Bar,,,,
726,Chocolate Bar,,,,
726,Broccoli,Onion,,,
726,Broccoli,Table,Plate,Chocolate Bar,Stew
726,Table,Onion,,,
727,Table,Onion,,,
727,Dog,,,,
727,Stew,Broccoli,Chocolate Bar,,
727,Chocolate Bar,Plate,Table,,
727,Plate,Stew,Onion,Chocolate Bar,
728,Keyboard,Chocolate Bar,Plate,,
728,Keyboard,Plate,Chocolate Bar,Computer Mouse,Table
728,Table,Computer Mouse,Keyboard,,
728,Table,Plate,Computer Mouse,,
728,Tucan,Cat Food,Horse,Dog,
729,Plate,Broccoli,Table,Chocolate Bar,Stew
729,Cat,Tucan,Horse,,
729,Table,Chocolate Bar,Stew,,
729,Cat,Dog Food,Dog,Cat Food,Tucan
729,Stew,Plate,,,
730,Stew,Table,Onion,Plate,
730,Plate,Chocolate Bar,Onion,,
730,Plate,Stew,Broccoli,Table,Onion
730,Keyboard,,,,
730,Broccoli,Chocolate Bar,,,
731,Keyboard,Chocolate Bar,Computer Mouse,,
731,Keyboard,Computer Mouse,Plate,Chocolate Bar,Table
731,Plate,,,,
731,Keyboard,Chocolate Bar,Table,Computer Mouse,Plate
731,Table,Chocolate Bar,Plate,Computer Mouse,
732,Computer Mouse,,,,
732,Table,Computer Mouse,Plate,,
732,Computer Mouse,Table,Chocolate Bar,,
732,Computer Mouse,Plate,Keyboard,Chocolate Bar,
732,Plate,Table,Chocolate Bar,Computer Mouse,Keyboard
733,Dog Food,Horse,Cat,Cat Food,Dog
733,Chocolate Bar,,,,
733,Keyboard,Chocolate Bar,Computer Mouse,Table,Plate
733,Horse,Dog Food,Tucan,,
733,Dog Food,,,,
734,Dog Food,Horse,,,
734,Tucan,Cat Food,Cat,Horse,
734,Table,,,,
734,Cat Food,Dog Food,,,
734,Dog Food,Cat Food,Cat,Tucan,
735,Cat Food,,,,
735,Plate,Stew,Chocolate Bar,Table,Onion
735,Stew,Plate,,,
735,Chocolate Bar,,,,
735,Table,Chocolate Bar,Plate,Onion,Broccoli
736,Cat Food,Dog Food,Tucan,Cat,
736,Dog,,,,
736,Chocolate Bar,Stew,,,
736,Dog,Dog Food,Cat Food,Cat,Horse
736,Cat Food,Horse,Cat,Dog Food,Tucan
737,Stew,Chocolate Bar,,,
737,Chocolate Bar,,,,
737,Table,Broccoli,Stew,Plate,Onion
737,Plate,Chocolate Bar,Onion,,
737,Chocolate Bar,Computer Mouse,Keyboard,Table,Plate
738,Onion,Chocolate Bar,Computer Mouse,Keyboard,Broccoli
738,Computer Mouse,Stew,Broccoli,,
738,Stew,Onion,Keyboard,Computer Mouse,
738,Stew,Keyboard,,,
738,Chocolate Bar,,,,
739,Table,Chocolate Bar,,,
739,Cat Food,,,,
739,Computer Mouse,Table,Plate,Keyboard,Chocolate Bar
739,Onion,Table,Broccoli,,
739,Table,Plate,Stew,,
740,Dog Food,Cat Food,,,
740,Tucan,Cat Food,Horse,Cat,
740,Tucan,,,,
740,Tucan,Cat Food,Dog,,
740,Horse,,,,
741,Cat Food,Tucan,Dog Food,Dog,Horse
741,Stew,Chocolate Bar,Computer Mouse,,
741,Dog Food,Horse,Cat,Dog,
741,Cat Food,Tucan,Horse,Dog,
741,Tucan,Horse,,,
742,Dog,Tucan,Cat Food,Dog Food,Cat
742,Dog Food,Cat Food,Tucan,Horse,
742,Horse,Dog,,,
742,Plate,Onion,Broccoli,Table,Chocolate Bar
742,Keyboard,Computer Mouse,Chocolate Bar,Stew,
743,Horse,Tucan,Cat Food,Cat,
743,Horse,Tucan,Cat Food,Dog,
743,Dog,Horse,Tucan,Dog Food,
743,Computer Mouse,Table,Plate,Keyboard,
743,Dog Food,Cat Food,Cat,,
744,Keyboard,,,,
744,Plate,,,,
744,Computer Mouse,Chocolate Bar,,,
744,Plate,Keyboard,,,
744,Table,Keyboard,Chocolate Bar,Plate,Computer Mouse
745,Horse,Dog Food,Tucan,Dog,Cat
745,Dog Food,Cat Food,Dog,Cat,
745,Cat Food,,,,
745,Horse,Dog,Dog Food,Cat Food,Cat
745,Cat Food,,,,
746,Chocolate Bar,,,,
746,Stew,Chocolate Bar,Computer Mouse,Keyboard,
746,Keyboard,Computer Mouse,Onion,Stew,Chocolate Bar
746,Onion,Keyboard,Chocolate Bar,Computer Mouse,Broccoli
746,Tucan,Cat Food,Dog Food,Horse,Cat
747,Chocolate Bar,Plate,Stew,,
747,Plate,Table,,,
747,Table,,,,
747,Stew,Plate,Table,Broccoli,
747,Stew,Chocolate Bar,Onion,,
748,Horse,Dog,Dog Food,,
748,Cat,Tucan,Dog,Dog Food,Horse
748,Horse,Tucan,,,
748,Cat,,,,
748,Tucan,Cat Food,Dog Food,Cat,Dog
749,Chocolate Bar,,,,
749,Keyboard,Broccoli,,,
749,Stew,,,,
749,Chocolate Bar,Computer Mouse,Broccoli,,
749,Onion,Chocolate Bar,Keyboard,Computer Mouse,
750,Chocolate Bar,Stew,Computer Mouse,Keyboard,Onion
750,Table,Computer Mouse,Plate,,
750,Onion,Plate,,,
750,Keyboard,Chocolate Bar,Plate,Table,
750,Keyboard,Table,Computer Mouse,,
751,Dog,Cat Food,Horse,,
751,Onion,Stew,Table,Plate,
751,Onion,Plate,Broccoli,Table,
751,Stew,Onion,Broccoli,,
751,Table,Broccoli,Onion,Stew,
752,Chocolate Bar,Computer Mouse,Stew,Keyboard,Broccoli
752,Table,Keyboard,Chocolate Bar,Plate,Computer Mouse
752,Stew,Table,Plate,Chocolate Bar,Broccoli
752,Chocolate Bar,Stew,Keyboard,Broccoli,
752,Chocolate Bar,,,,
753,Cat,Cat Food,,,
753,Cat Food,Dog,Dog Food,Cat,
753,Dog,,,,
753,Stew,Onion,,,
753,Cat,,,,
754,Table,Computer Mouse,,,
754,Chocolate Bar,Plate,,,
754,Computer Mouse,Chocolate Bar,,,
754,Chocolate Bar,Keyboard,Computer Mouse,Plate,Table
754,Keyboard,,,,
755,Dog Food,Cat Food,Tucan,Cat,Horse
755,Dog Food,Tucan,Cat Food,Horse,Cat
755,Dog,Horse,Dog Food,,
755,Cat Food,Tucan,Dog,Horse,
755,Dog Food,Cat Food,Cat,Horse,Tucan
756,Table,,,,
756,Table,Keyboard,Chocolate Bar,Computer Mouse,
756,Onion,Broccoli,,,
756,Table,Chocolate Bar,Computer Mouse,,
756,Plate,Table,Chocolate Bar,Keyboard,Computer Mouse
757,Broccoli,Table,Plate,,
757,Chocolate Bar,,,,
757,Table,,,,
757,Stew,Plate,Onion,Chocolate Bar,
757,Table,,,,
758,Chocolate Bar,,,,
758,Computer Mouse,Stew,,,
758,Chocolate Bar,Broccoli,Onion,,
758,Chocolate Bar,Computer Mouse,Keyboard,Onion,Stew
758,Horse,,,,
759,Plate,Chocolate Bar,Computer Mouse,Table,Keyboard
759,Computer Mouse,,,,
759,Chocolate Bar,Plate,,,
759,Computer Mouse,Plate,Table,,
759,Plate,Keyboard,Table,,
760,Chocolate Bar,Keyboard,Onion,Computer Mouse,
760,Broccoli,Chocolate Bar,Stew,,
760,Chocolate Bar,,,,
760,Onion,Chocolate Bar,Computer Mouse,Broccoli,Stew
760,Broccoli,Onion,,,
761,Cat,Tucan,Dog Food,,
761,Dog,Tucan,Dog Food,,
761,Cat,Dog Food,Dog,Tucan,
761,Dog,,,,
761,Chocolate Bar,Broccoli,Plate,,
762,Onion,Plate,Chocolate Bar,,
762,Table,Plate,,,
762,Onion,Plate,Stew,Broccoli,
762,Table,Broccoli,Chocolate Bar,Plate,
762,Onion,,,,
763,Dog Food,,,,
763,Plate,Table,Stew,Broccoli,Chocolate Bar
763,Chocolate Bar,Table,Onion,Broccoli,Plate
763,Plate,,,,
763,Plate,Table,Chocolate Bar,Keyboard,Computer Mouse
764,Onion,Chocolate Bar,Table,,
764,Dog Food,Tucan,Horse,Cat,
764,Stew,,,,
764,Stew,Table,,,
764,Broccoli,Stew,Chocolate Bar,Computer Mouse,Keyboard
765,Dog Food,Dog,Horse,Cat Food,Tucan
765,Tucan,Cat,,,
765,Tucan,Dog Food,Cat,,
765,Tucan,Horse,Cat Food,Cat,Dog Food
765,Horse,Cat,Dog Food,Cat Food,Tucan
766,Table,Computer Mouse,Plate,Keyboard,
766,Stew,Table,Plate,Broccoli,
766,Plate,Chocolate Bar,,,
766,Stew,Plate,Broccoli,Onion,
766,Keyboard,,,,
767,Cat,Tucan,,,
767,Cat,Tucan,Cat Food,,
767,Horse,Cat Food,Dog Food,Dog,
767,Tucan,Dog Food,Horse,,
767,Cat Food,,,,
768,Plate,,,,
768,Horse,Cat,Dog Food,,
768,Table,Onion,Stew,,
768,Chocolate Bar,Plate,Table,,
768,Plate,Chocolate Bar,Stew,Broccoli,
769,Onion,Broccoli,Computer Mouse,Chocolate Bar,
769,Table,,,,
769,Keyboard,,,,
769,Onion,Broccoli,Chocolate Bar,Computer Mouse,
769,Cat Food,Dog Food,Cat,,
770,Horse,Dog Food,,,
770,Dog Food,,,,
770,Dog Food,,,,
770,Dog Food,Dog,Cat,Cat Food,Tucan
770,Dog,Dog Food,Cat Food,Horse,
771,Cat Food,Cat,,,
771,Dog Food,Cat,Cat Food,Tucan,Dog
771,Dog,,,,
771,Dog Food,Cat Food,Horse,Dog,Cat
771,Cat,Horse,Cat Food,Dog Food,
772,Stew,Keyboard,Broccoli,Onion,
772,Cat Food,Tucan,Cat,,
772,Stew,,,,
772,Table,,,,
772,Tucan,Cat Food,Cat,,
773,Chocolate Bar,Onion,Plate,Table,
773,Stew,,,,
773,Plate,Table,Onion,Broccoli,
773,Table,Onion,Stew,Plate,
773,Table,Onion,Plate,Broccoli,
774,Plate,Onion,Chocolate Bar,Table,
774,Table,Plate,Stew,Broccoli,
774,Plate,,,,
774,Stew,Plate,Table,Onion,Broccoli
774,Plate,Onion,Table,Chocolate Bar,Stew
775,Dog Food,,,,
775,Cat Food,Tucan,Cat,,
775,Dog Food,Cat Food,,,
775,Table,Onion,Plate,,
775,Cat Food,Dog,Horse,Tucan,
776,Table,Stew,Broccoli,,
776,Stew,Plate,Chocolate Bar,Broccoli,Onion
776,Table,Plate,Broccoli,Onion,
776,Table,Plate,Broccoli,,
776,Dog Food,,,,
777,Plate,,,,
777,Plate,Table,,,
777,Chocolate Bar,Keyboard,Broccoli,Onion,
777,Onion,Table,,,
777,Onion,Stew,Broccoli,Plate,Table
778,Cat Food,Dog,Tucan,,
778,Dog Food,Cat Food,Cat,,
778,Cat Food,Tucan,Dog,,
778,Dog Food,Tucan,Dog,Cat Food,Horse
778,Horse,Cat Food,Dog,Tucan,Cat
779,Table,Plate,Chocolate Bar,Computer Mouse,
779,Plate,Table,Computer Mouse,,
779,Table,Plate,Chocolate Bar,Keyboard,Computer Mouse
779,Keyboard,Computer Mouse,Table,Plate,
779,Plate,Chocolate Bar,Table,Keyboard,
780,Tucan,Dog Food,Cat Food,,
780,Cat Food,Cat,Dog Food,Dog,Horse
780,Tucan,Cat Food,Dog Food,Horse,Dog
780,Tucan,Dog Food,Cat Food,Horse,Dog
780,Cat,,,,
781,Cat,Cat Food,Dog,Dog Food,Tucan
781,Cat Food,Tucan,,,
781,Tucan,Cat Food,Cat,Dog Food,
781,Cat Food,Dog Food,Tucan,Horse,
781,Cat Food,Horse,Dog Food,Tucan,Dog
782,Keyboard,Broccoli,,,
782,Keyboard,Onion,,,
782,Chocolate Bar,Stew,,,
782,Horse,,,,
782,Chocolate Bar,,,,
783,Horse,Cat Food,,,
783,Stew,Plate,Chocolate Bar,Table,Onion
783,Table,Stew,Onion,Broccoli,Plate
783,Stew,Table,Onion,Plate,Chocolate Bar
783,Stew,Chocolate Bar,Table,,
784,Broccoli,,,,
784,Cat Food,Cat,Dog Food,Dog,
784,Chocolate Bar,Keyboard,Onion,Computer Mouse,Broccoli
784,Chocolate Bar,Table,Plate,Computer Mouse,Keyboard
784,Onion,Keyboard,Computer Mouse,,
785,Cat,Dog Food,,,
785,Dog Food,,,,
785,Table,Plate,Onion,Chocolate Bar,Stew
785,Tucan,Horse,Dog Food,,
785,Dog Food,Cat,Dog,Cat Food,Horse
786,Horse,Dog Food,Tucan,,
786,Dog Food,Dog,Horse,Cat Food,
786,Dog Food,Cat Food,Dog,,
786,Cat Food,Dog Food,Dog,Horse,Tucan
786,Cat Food,Tucan,Dog,Dog Food,
787,Cat Food,Dog Food,,,
787,Table,Plate,,,
787,Tucan,Horse,,,
787,Dog Food,Cat Food,Horse,Cat,Tucan
787,Cat Food,Horse,,,
788,Onion,Chocolate Bar,Computer Mouse,Stew,
788,Keyboard,Broccoli,,,
788,Keyboard,Chocolate Bar,,,
788,Chocolate Bar,Keyboard,,,
788,Chocolate Bar,,,,
789,Broccoli,Onion,Stew,Plate,
789,Plate,Table,Broccoli,,
789,Plate,Table,Broccoli,,
789,Table,Onion,Stew,Plate,
789,Table,Chocolate Bar,Onion,Plate,
790,Keyboard,,,,
790,Chocolate Bar,Keyboard,Table,,
790,Table,Chocolate Bar,Computer Mouse,Keyboard,Plate
790,Keyboard,Computer Mouse,,,
790,Table,,,,
791,Table,Plate,Onion,Stew,Broccoli
791,Table,Chocolate Bar,Broccoli,,
791,Plate,Onion,,,
791,Broccoli,Plate,Table,Onion,
791,Tucan,Dog Food,,,
792,Table,Plate,Stew,,
792,Chocolate Bar,,,,
792,Broccoli,Plate,Onion,Stew,
792,Stew,Plate,Table,,
792,Onion,Table,Plate,Broccoli,Stew
793,Computer Mouse,Table,Plate,Chocolate Bar,
793,Plate,Chocolate Bar,Table,Keyboard,Computer Mouse
793,Table,Computer Mouse,Keyboard,Plate,Chocolate Bar
793,Stew,Chocolate Bar,,,
793,Plate,Table,Keyboard,,
794,Dog Food,,,,
794,Cat Food,Cat,Dog Food,,
794,Dog,Tucan,,,
794,Cat Food,,,,
794,Cat,Cat Food,Horse,Tucan,Dog
795,Table,Onion,Stew,Chocolate Bar,
795,Plate,Onion,,,
795,Table,Broccoli,Chocolate Bar,Onion,
795,Plate,Chocolate Bar,Table,,
795,Plate,Table,Chocolate Bar,Onion,Stew
796,Table,,,,
796,Onion,,,,
796,Stew,Table,Plate,Chocolate Bar,
796,Chocolate Bar,,,,
796,Onion,Stew,Table,,
797,Onion,Plate,,,
797,Chocolate Bar,,,,
797,Chocolate Bar,Onion,,,
797,Chocolate Bar,Plate,Table,Broccoli,
797,Tucan,Horse,Cat,Cat Food,
798,Keyboard,Computer Mouse,,,
798,Broccoli,Stew,Onion,,
798,Cat Food,Dog,Cat,Tucan,
798,Chocolate Bar,Computer Mouse,,,
798,Chocolate Bar,Stew,Keyboard,Computer Mouse,
799,Chocolate Bar,Onion,Broccoli,,
799,Computer Mouse,Table,Keyboard,,
799,Computer Mouse,Table,Keyboard,Chocolate Bar,Plate
799,Onion,Plate,,,
799,Table,Stew,Chocolate Bar,Broccoli,Plate
800,Computer Mouse,,,,
800,Broccoli,Plate,,,
800,Table,Plate,Chocolate Bar,Onion,Broccoli
800,Broccoli,Stew,Chocolate Bar,,
800,Onion,,,,
801,Dog,Cat Food,,,
801,Dog,,,,
801,Cat Food,,,,
801,Dog,Tucan,Cat Food,Cat,Dog Food
801,Dog,,,,
802,Table,Chocolate Bar,Onion,Plate,Stew
802,Table,Plate,,,
802,Cat Food,Cat,Dog,,
802,Cat Food,Tucan,,,
802,Chocolate Bar,Table,,,
803,Plate,Broccoli,Onion,Table,Stew
803,Stew,Broccoli,Table,,
803,Stew,,,,
803,Broccoli,Chocolate Bar,Table,,
803,Table,Plate,Chocolate Bar,,
804,Keyboard,Plate,Table,Chocolate Bar,Computer Mouse
804,Dog Food,,,,
804,Keyboard,Table,Chocolate Bar,,
804,Computer Mouse,Plate,Table,Chocolate Bar,Keyboard
804,Plate,Table,,,
805,Plate,Onion,Chocolate Bar,Broccoli,
805,Chocolate Bar,Computer Mouse,Keyboard,,
805,Cat Food,Horse,Cat,Dog Food,Tucan
805,Table,Chocolate Bar,,,
805,Table,Chocolate Bar,Onion,Stew,Broccoli
806,Chocolate Bar,Table,,,
806,Table,Plate,,,
806,Chocolate Bar,Keyboard,,,
806,Table,Stew,Chocolate Bar,Plate,
806,Onion,Stew,Plate,Chocolate Bar,Table
807,Keyboard,,,,
807,Keyboard,Onion,Computer Mouse,Chocolate Bar,
807,Chocolate Bar,,,,
807,Chocolate Bar,Onion,Computer Mouse,,
807,Chocolate Bar,,,,
808,Broccoli,Onion,Plate,Table,
808,Table,Plate,Chocolate Bar,Onion,Broccoli
808,Onion,Plate,Table,,
808,Chocolate Bar,,,,
808,Dog Food,Cat,Horse,,
809,Computer Mouse,Chocolate Bar,,,
809,Broccoli,Onion,Keyboard,,
809,Chocolate Bar,Keyboard,Broccoli,Computer Mouse,
809,Onion,Computer Mouse,Chocolate Bar,Broccoli,
809,Keyboard,Chocolate Bar,,,
810,Plate,Chocolate Bar,Onion,Table,
810,Table,Broccoli,,,
810,Onion,Table,Broccoli,Plate,Chocolate Bar
810,Plate,Chocolate Bar,Onion,Table,Stew
810,Table,Stew,Broccoli,Chocolate Bar,
811,Dog Food,,,,
811,Computer Mouse,Keyboard,,,
811,Dog Food,Cat Food,,,
811,Computer Mouse,Keyboard,Chocolate Bar,Onion,Stew
811,Broccoli,,,,
812,Cat Food,Tucan,Horse,,
812,Tucan,Cat,,,
812,Cat Food,Dog Food,Tucan,Cat,
812,Cat Food,Dog Food,Dog,Cat,Horse
812,Cat Food,Horse,Dog Food,,
813,Dog,Cat,Horse,,
813,Dog Food,Cat Food,Horse,Dog,
813,Dog,Tucan,,,
813,Horse,Cat,Dog,Dog Food,Cat Food
813,Cat Food,Horse,,,
814,Cat Food,Dog Food,Dog,Tucan,Cat
814,Keyboard,Plate,Table,Chocolate Bar,
814,Chocolate Bar,Table,Stew,Broccoli,
814,Cat,Tucan,Cat Food,Dog,
814,Cat Food,Cat,Tucan,,
815,Chocolate Bar,Onion,,,
815,Keyboard,Broccoli,Stew,Computer Mouse,
815,Plate,Table,Onion,Broccoli,Chocolate Bar
815,Chocolate Bar,Computer Mouse,Stew,Broccoli,
815,Computer Mouse,,,,
816,Stew,Table,Plate,,
816,Cat Food,Tucan,Dog Food,Cat,Horse
816,Onion,Table,,,
816,Onion,Broccoli,,,
816,Table,Broccoli,Plate,Chocolate Bar,Stew
817,Chocolate Bar,Broccoli,,,
817,Broccoli,Plate,Table,Chocolate Bar,Stew
